ID,LATITUDE,LONGITUDE,DATUM,NETWORK_ST,STATION_NA,METHOD,VS30__M_S_,MAX_DEPTH,CONTACT,REFERENCE,URL,GEOLOGIC_D,COMMENTS,IP2007,Junko2018
DB.307,33.951598,-118.054602,WGS84,NA,St. Paul High School,Downhole,381.7,27.5,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,16,8
SKA.322,45.55441,-122.67711,WGS84?,NA,skidmore,DH_CH,381.8,59.4,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,Measured,7,8
SKA.433,45.459773,-122.628183,WGS84?,NA,Hanna,DH_CH,381.8,27,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,DEA13,7,8
AP.4,39.486257,-119.959513,NA,SN.MOGC,"Mogul, Nevada",ReMi,382,100,Asha Pancha,"Pancha, A., Pullammanappallil, S., and Louie, J. N. (2011), Assessment of site conditions and empirical site response at stations recording near-field extreme ground motions during the 2008 Mogul, Nevada earthquake swarm, Tech Reprt G11AP20022, 70 pp.",http://shake.seismo.unr.edu:8081/lv/share/Aasha/G11AP20022_Pancha/,NA,"Data from pub (see REF); coordinates based on Table 1, Geophone 1 values",2,1a
RW.29,38.72054,-90.22695,WGS84,NA,HPSL,ReMi,382,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams",NA,NA,http://ngmdb.usgs.gov/Prodesc/proddesc_84581.htm http://ngmdb.usgs.gov/Prodesc/proddesc_13024.htm,Layers inferred from a Cross Section in the area. More detailed descriptions of the Bedrock (Pm) taken from the Geologic Map of the St. Louis 30' X 60 ' quadrangle.,5,3b
JL.347,34.086685,-117.998665,NA,NA,126B,ReMi,382,192.8,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,12,5
JL.20,36.174271,-115.154961,NA,NA,I15DS3,ReMi,382,NA,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,"Possibly replicate data from Las Vegas Valley in Babara Luke repository, where subset was not provided with VS30.  Data based on downloaded allv30.txt file.  ReMi derived Vs30 assumed.",8,9
SKA.81,47.5748,-122.3029,WGS84?,NA,"KIMB-1 Kimball School, Beacon Hill, Seattle",SASW,382.4,28.7,Ivan_Wong,WongEA2011,http://earthquakespectra.org/doi/10.1193/1.3534936,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,DEA13,11,3a
SKA.98,47.5497,-122.2504,WGS84?,USGSH,"SEW Seward Park, Seattle",SASW,382.5,61,Ivan_Wong,WongEA2011,http://earthquakespectra.org/doi/10.1193/1.3534936,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,3,3a
RK.21,37.165449,-121.632769,WGS84,NP.1652,620AND,SASW,383,NA,Robert Kayen,"Kayen, R., Thompson, E., Minasian, D., and Carkin, B. (2005), Shear-wave velocity of the ground near sixty California strong motion recording sites by the spectral analysis of the surface wave (SASW) method and harmonic-wave sources, USGS Open File Repor",http://pubs.usgs.gov/of/2005/1366/,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,1,3b
JL.359,34.055335,-118.008435,NA,NA,132B,ReMi,383,291.9,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,12,8
AY.PHL,35.40773,-120.54556,WGS84,CI.PHL,NA,MASW (R-wave),384,25,Alan Yong,"Yong, A., Martin, A., Stokoe, K., and Diehl, J., (2013), ARRA-funded VS30 measurements using multi-technique approach at strong-motion stations in California and central-eastern United States, U.S. Geological Survey Open-File Report 2013-1102, 60 p.",http://pubs.usgs.gov/of/2013/1102/,"Dibblee, T. W., Jr., (2004) Geologic Map of the Santa Margarita Quadrangle, San Luis Obispo County, California.",NA,3,3a
ET.11,35.895233,-120.422883,NA,EFU,817EAD,SASW,384,130,Eric M. Thompson,"Thompson, E. M., Kayen, R. E., Carkin, B., and H. Tanaka (2010), Surface-wave site characterization at 52 strong-motion recording stations affected by the Parkfield, California, M6.0 earthquake of 28 September 2004, USGS Open File Report 2010-1168, 120 p",http://pubs.usgs.gov/of/2010/1168/,NA,NA,3,3a
ET.12,35.9266,-120.457017,NA,FZ16,818PAR,SASW,384,80,Eric M. Thompson,"Thompson, E. M., Kayen, R. E., Carkin, B., and H. Tanaka (2010), Surface-wave site characterization at 52 strong-motion recording stations affected by the Parkfield, California, M6.0 earthquake of 28 September 2004, USGS Open File Report 2010-1168, 120 p",http://pubs.usgs.gov/of/2010/1168/,NA,NA,7,3a
DH.4,38.81032,-90.87337,NA,NA,89,MASW (R-wave),384,20.4,David Hoffman,"Hoffman, D., Anderson, N., and J. D. Rodgers (2008), St. Louis metro area shear wave velocity testing, NEHRP Tech Reprt 06HQGR0026, 24pp.",http://earthquake.usgs.gov/research/external/reports/06HQGR0026.pdf,NA,NA,9,6
JL.594,34.150453,-118.101712,WGS84,CI.KIK,KIK,ReMi,384,96,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from SoCal.,4,9
TH.84,37.87611,-122.30161,WGS84,NA,ALC084,SCPT,384,16.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,11,9
SKA.406,44.598315,-123.222289,WGS84?,NA,Fairplay,DH_CH,384.4,10,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,DEA13,15,6
SKA.306,47.574,-122.382,WGS84?,NA,West Seattle South (WES) (S41),P-Wave_refr; SH-Wave_refr,384.8,39.9,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,3,3a
SKA.27,48.1344,-122.7652,WGS84?,NSMP,7029 Port Townsend; Fort Worden State Park,MASW; MAM; Ambient; P-Wave_refr; SH-Wave_refr,385.5,     Inf,Ray_Cakir,CakirAndWalsh2011,http://www.dnr.wa.gov/Publications/ger_misc_23_strong_motion_sites.pdf,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,18,3a
ET.23,35.9033,-120.5513,NA,36446,829VIN,SASW,386,100,Eric M. Thompson,"Thompson, E. M., Kayen, R. E., Carkin, B., and H. Tanaka (2010), Surface-wave site characterization at 52 strong-motion recording stations affected by the Parkfield, California, M6.0 earthquake of 28 September 2004, USGS Open File Report 2010-1168, 120 p",http://pubs.usgs.gov/of/2010/1168/,NA,NA,1,3a
IW.70,47.55,-122.2549,NA,NA,SEW,SASW,386,30,Ivan G. Wong,"Wong, I., Stokoe II, K. H., Cox, B. R., Lin, Y. and Menq, F., (2010), Geotechnical characterization and evaulation of site amplification at selected PNSN strong motion sites, Seattle, Washington, U.S. Geological Survey NEHRP Tech Report 2003HQGR0012, 37",http://nees.org/dataview/spreadsheet/sasw,NA,NA,18,3a
RC.7,48.134,-122.765,NA,7029,"Port Townsend, Fort Worden State Park","MASW (R-wave), AM, Seismic Refraction (P-wave), Seismic Refraction (S-wave), HVSR",386,140,Recep Cakir,"Cakir, R., and T. J. Walsh (2011) Shallow seismic site characterizations at 23 strong-motion station sites in and near Washington state, NEHRP Tech Reprt G10AP00027, 103 pp.",http://earthquake.usgs.gov/research/external/reports/G10AP00027.pdf,"Grimstad, P. and R. J. Carson (1981), Geology and ground-water resources of eastern Jefferson County, Washington: Washington Department of Ecology Water-Supply Bulletin 54, 125 p., 3 plates; Washington Department of Ecology (1978), Coastal zone atlas of",NA,18,3a
AY.GRA,36.99606,-117.36615,WGS84,CI.GRA,NA,SASW,386,26,Alan Yong,"Yong, A., Martin, A., Stokoe, K., and Diehl, J., (2013), ARRA-funded VS30 measurements using multi-technique approach at strong-motion stations in California and central-eastern United States, U.S. Geological Survey Open-File Report 2013-1102, 60 p.",http://pubs.usgs.gov/of/2013/1102/,"Jennings, C. W. (1958) Geologic Map of California, Death Valley Sheet, Olaf P. Jenkins Edition.",NA,3,3b
IW.58,47.1114,-122.2912,NA,NA,PCEP,SASW,386,88,Ivan G. Wong,"Wong, I., Stokoe II, K. H., Cox, B. R., Lin, Y. and Menq, F., (2010), Geotechnical characterization and evaulation of site amplification at selected PNSN strong motion sites, Seattle, Washington, U.S. Geological Survey NEHRP Tech Report 2003HQGR0012, 37",http://nees.org/dataview/spreadsheet/sasw,"Troost, K.G. and Booth, D.B. (2008) Geology of Seattle and the Seattle area, Washington, in Landslides and Engineering Geology of Seattle, Washington, Area, R.L. Baum, J.W. Godt, and L.M. Highland (eds), Geological Society of America Review in Engineerin",NA,9,6
TH.158,37.765701,-122.176003,WGS84,NA,OAK073,SCPT,386,15.3,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,3,8
JO.SF.6,34.2422,-118.5293,WGS84,NA,CS1,Refraction-Reflection,386,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams",NA,NA,http://ngmdb.usgs.gov/Prodesc/proddesc_221.htm,"Middle of Valley, hard to say how deep it goes, or what's underneath.",8,9
JL.25,36.170278,-115.18778,NA,NA,LVSSS3,ReMi,386,NA,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,"Possibly replicate data from Las Vegas Valley in Babara Luke repository, where subset was not provided with VS30.  Data based on downloaded allv30.txt file.  ReMi derived Vs30 assumed.",8,9
SKA.235,47.657,-122.414,WGS84?,NA,Fort Lawton-Discovery Park (FLA) (S76),P-Wave_refr; SH-Wave_refr,386.6,39.9,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,11,3a
ET.21,35.9741,-120.5521,NA,NA,827SAF,SASW,387,80,Eric M. Thompson,"Thompson, E. M., Kayen, R. E., Carkin, B., and H. Tanaka (2010), Surface-wave site characterization at 52 strong-motion recording stations affected by the Parkfield, California, M6.0 earthquake of 28 September 2004, USGS Open File Report 2010-1168, 120 p",http://pubs.usgs.gov/of/2010/1168/,NA,NA,5,3a
JO.VA.11,37.83048,-77.756429,WGS84,NA,IP05,Refraction-Reflection,387,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams","Stephenson, W.J., Odum, J.K., McNamara, D.E., Williams, R.A. and S.J. Angster, 2015. Ground motion site effects from multi-method shear-wave velocity characterization at 16 seismograph stations deployed for aftershocks of the August 2011 Mineral, Virgini",http://specialpapers.gsapubs.org/content/509/47.abstract,http://ngmdb.usgs.gov/maps/mapview/,NA,9,6
DH.13,38.82391,-90.81142,NA,NA,101,MASW (R-wave),387,22.5,David Hoffman,"Hoffman, D., Anderson, N., and J. D. Rodgers (2008), St. Louis metro area shear wave velocity testing, NEHRP Tech Reprt 06HQGR0026, 24pp.",http://earthquake.usgs.gov/research/external/reports/06HQGR0026.pdf,NA,NA,9,6
TH.211,37.7687,-122.208,WGS84,NA,OAK126,SCPT,387,15,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,7,8
SKA.514,45.658226,-122.571775,WGS84?,NA,ORD1,DH_CH,387,13,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,DEA13,9,9
SKA.356,44.571031,-123.206654,WGS84?,NA,Bent_04,SH-Wave_refr,387.2,10,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,DEA13,16,8
SKA.634,49.026264,-123.102204,WGS84?,NA,07316VD,P-Wave_refr,387.4,3044.22,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,18,3b
SKA.620,49.183704,-123.080568,WGS84?,NA,02125VD,P-Wave_refr,387.4,5401.988,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,16,11
SKA.623,49.138007,-123.080495,WGS84?,NA,02281VD,P-Wave_refr,387.4,3786.47,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer > 175 m thick,16,11
SKA.640,49.117119,-123.102731,WGS84?,NA,09131VD,P-Wave_refr,387.4,3152.11,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,16,11
SKA.645,49.110076,-123.129436,WGS84?,NA,09256VD,P-Wave_refr,387.4,3167.66,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,16,11
SKA.647,49.110334,-123.139714,WGS84?,NA,09306VD,P-Wave_refr,387.4,2909.83,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,18,11
SKA.665,49.116885,-123.049285,WGS84?,NA,101116VD,P-Wave_refr,387.4,4159.89,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer > 175 m thick,12,11
SKA.694,49.074163,-122.968458,WGS84?,NA,105129VD,P-Wave_refr,387.4,4379.263,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,18,11
SKA.766,49.177607,-123.042826,WGS84?,NA,96436VD,P-Wave_refr,387.4,3335.167,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,14,11
SKA.814,49.085721,-123.179362,WGS84?,NA,N11156VD,P-Wave_refr,387.4,3215.79,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,18,11
SKA.821,49.122284,-123.045864,WGS84?,NA,S02125VD,P-Wave_refr,387.4,5117.002,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,12,11
SKA.822,49.106542,-123.04585,WGS84?,NA,S02180VD,P-Wave_refr,387.4,5159.73,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,16,11
SKA.823,49.086751,-123.045832,WGS84?,NA,S02245VD,P-Wave_refr,387.4,5236.083,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,16,11
SKA.824,49.072358,-123.045819,WGS84?,NA,S02293VD,P-Wave_refr,387.4,5152.387,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,16,12
SKA.825,49.061564,-123.04581,WGS84?,NA,S02329VD,P-Wave_refr,387.4,5094.152,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,16,12
AY.JVA,34.36622,-116.61266,WGS84,CI.JVA,NA,MASW (R-wave),388,25,Alan Yong,"Yong, A., Martin, A., Stokoe, K., and Diehl, J., (2013), ARRA-funded VS30 measurements using multi-technique approach at strong-motion stations in California and central-eastern United States, U.S. Geological Survey Open-File Report 2013-1102, 60 p.",http://pubs.usgs.gov/of/2013/1102/,"Dibblee, T. W., Jr., (2008) Geologic Map of the Old Woman Springs and Emerson Lake Quadrangles, San Bernardino County, California.",NA,8,3b
IW.4,20.0387,-155.8301,NA,NA,Kawaihae Harbor Array 3,SASW,388,50,Ivan G. Wong,"Wong, I. G., Stokoe II, K. H., Cox, B. R., Yuan, J., Knudsen, K. L., Terra, F., Okubo, P., and Lin, Y., (2011), Shear-wave velocity characterization of the USGS Hawaiian strong-motion network on the island of Hawaii and development of an NEHRP site-class",http://nees.org/dataview/spreadsheet/sasw,NA,NA,2,5
JL.386,33.99892,-118.07034,NA,NA,148A,ReMi,388,200,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,8,8
JL.58,36.22426,-115.10486,NA,NA,Community College of Southern Nevada,"SASW, ReMi",388,38.6,John N. Louie,NA,http://www.ce.unlv.edu/egl/lv_archives/CSN_pref.txt,NA,Data from ReMi-Vs30.csv file.,12,9
SKA.296,47.379,-122.017,WGS84?,NA,Upper Cedar River Pipeline (S37g),DH_CH,388.2,10.4,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,DEA13,5,3a
SKA.87,47.4684,-122.1846,WGS84?,NA,"MPL Maple Valley Substation, Renton",SASW,388.3,77.7,Ivan_Wong,WongEA2011,http://earthquakespectra.org/doi/10.1193/1.3534936,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,1,3a
DB.11,37.498005,-122.425539,WGS84,NA,Diggs Canyon,Downhole,388.3,30,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,1,3b
JL.526,39.954428,-119.7664,WGS84,NA,MindenGardnerville-s4-remi,ReMi,389,49.4,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,"Bonham, H.F. Jr. and Bingler, E.C. (1973), Reno folio geologic map, Nevada Bureau of Mines and Geology, Environmental Series, 1:24000 scale, 1 sheet.",Data from Reno.,1,1a
RK.73,34.459299,-118.752437,WGS84,NP.24280,652SFD,SASW,389,NA,Robert Kayen,"Kayen, R., Thompson, E., Minasian, D., and Carkin, B. (2005), Shear-wave velocity of the ground near sixty California strong motion recording sites by the spectral analysis of the surface wave (SASW) method and harmonic-wave sources, USGS Open File Repor",http://pubs.usgs.gov/of/2005/1366/,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,11,3a
JL.592,33.6826,-115.802,WGS84,NA,JTNP_Line4,ReMi,389,135,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from SoCal.,4,5
EW.26,38.336,-87.445,NA,NA,NA,Seismic Refraction/Reflection (SH-wave),389,NA,Edward W. Woolery,"Woolery, E. W. (2004), Ground motion site effects in the Wabash Valley region from the 18 June 2002 Darmstadt earthquake, NEHRP Tech Reprt 04HQGR0095, 111 pp.",http://earthquake.usgs.gov/research/external/reports/04HQGR0095.pdf,NA,NA,11,6
JL.385,34.00162,-118.069695,NA,NA,147B,ReMi,389,282,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,8,7
BL.165,36.179003,-115.148541,NA,NA,transect2002A,ReMi,389,120,Barbara Luke,NA,http://agc.unlv.edu/lv_archives/index.html,NA,Las Vegas transect by J. Louie for LLNL,8,9
JL.70,36.179003,-115.14854,NA,NA,Transect 2002A 4.377 km south of Cheyenne,ReMi,389,120,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,8,9
RK.62,35.973067,-120.468301,WGS84,NP.36177,627PVC,SASW,390,NA,Robert Kayen,"Kayen, R., Thompson, E., Minasian, D., and Carkin, B. (2005), Shear-wave velocity of the ground near sixty California strong motion recording sites by the spectral analysis of the surface wave (SASW) method and harmonic-wave sources, USGS Open File Repor",http://pubs.usgs.gov/of/2005/1366/,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,1,1a
RK.56,34.226909,-118.067614,WGS84,NP.24399,649MWO,SASW,390,NA,Robert Kayen,"Kayen, R., Thompson, E., Minasian, D., and Carkin, B. (2005), Shear-wave velocity of the ground near sixty California strong motion recording sites by the spectral analysis of the surface wave (SASW) method and harmonic-wave sources, USGS Open File Repor",http://pubs.usgs.gov/of/2005/1366/,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,3,1b
RK.50,34.368905,-117.661602,WGS84,NP.23574,634WSW,SASW,390,NA,Robert Kayen,"Kayen, R., Thompson, E., Minasian, D., and Carkin, B. (2005), Shear-wave velocity of the ground near sixty California strong motion recording sites by the spectral analysis of the surface wave (SASW) method and harmonic-wave sources, USGS Open File Repor",http://pubs.usgs.gov/of/2005/1366/,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,2,2a
IW.66,47.4684,-122.1858,NA,NA,MPL,SASW,390,76,Ivan G. Wong,"Wong, I., Stokoe II, K. H., Cox, B. R., Lin, Y. and Menq, F., (2010), Geotechnical characterization and evaulation of site amplification at selected PNSN strong motion sites, Seattle, Washington, U.S. Geological Survey NEHRP Tech Report 2003HQGR0012, 37",http://nees.org/dataview/spreadsheet/sasw,"Troost, K.G. and Booth, D.B. (2008) Geology of Seattle and the Seattle area, Washington, in Landslides and Engineering Geology of Seattle, Washington, Area, R.L. Baum, J.W. Godt, and L.M. Highland (eds), Geological Society of America Review in Engineerin",NA,1,3a
JL.350,34.07888,-118.001,NA,NA,128A,ReMi,390,194.6,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,16,8
JO.SF.1,34.2419,-118.5701,WGS84,NA,AB1,Refraction-Reflection,390,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams",NA,NA,http://ngmdb.usgs.gov/Prodesc/proddesc_221.htm,NA,8,9
JL.04,36.22,-115.11,NA,NA,CSNRS1,ReMi,390,130.8,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,"Possibly replicate data from Las Vegas Valley in Babara Luke repository, where subset was not provided with VS30.  Data based on downloaded allv30.txt file.  ReMi derived Vs30 assumed.",12,9
TH.579,37.33459,-122.06485,WGS84,NA,SCC174,SCPT,390,15.6,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,8,9
SKA.75,47.6469,-122.0377,WGS84?,UW,"ALCT Alcott School, Redmond",SASW,390.2,48.6,Ivan_Wong,WongEA2011,http://earthquakespectra.org/doi/10.1193/1.3534936,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,5,3a
SKA.3,47.60637,-122.53586,WGS84?,UW,BABE,MASW; MAM; P-Wave_refr; SH-Wave_refr,390.4,40,Ray_Cakir,CakirAndWalsh2010,http://www.dnr.wa.gov/Publications/ger_misc_20_strong_motion_sites.pdf,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,7,3a
SKA.495,45.552968,-122.624846,WGS84?,NA,MTD3,DH_CH,390.4,71,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,Measured,11,8
